id,name,facility_type,beds_total,icu_beds,latitude,longitude,district_name,district_zone,district_population
2d8b6d0a-da2a-5eb2-9da6-dec261cf022d,Medical College Hospital Surat-000,Medical College Hospital,1000,60,21.201565,72.816522,Surat,South,6081322
559c9afc-d675-5bcd-b16a-b9a2d5c73814,Medical College Hospital Surat-001,Medical College Hospital,1000,60,21.238201,72.841454,Surat,South,6081322
d34a2799-a27c-42eb-b58a-c49016a40be6,SMIMER Hospital,Medical College Hospital,750,50,21.1959,72.8197,Surat,South,6081322
9320bf0c-ae10-5e57-8613-7a8740d109ad,PHC Surat-000,PHC,6,0,21.228872,72.883952,Surat,South,6081322
e67e52f8-a6af-587e-99bd-741b3a2af87d,PHC Surat-001,PHC,6,0,21.19554,72.817471,Surat,South,6081322
9037d231-488a-5ee5-b0cf-1ec7a09d8220,PHC Surat-002,PHC,6,0,21.169193,72.837334,Surat,South,6081322
914216d2-9473-57a0-8101-6d2fea215653,PHC Surat-003,PHC,6,0,21.214967,72.774923,Surat,South,6081322
85fe834b-b40c-5594-8970-d6b89ca21b86,PHC Surat-004,PHC,6,0,21.221857,72.83897,Surat,South,6081322
fa37977d-9e96-5372-86a3-8f3e44851534,PHC Surat-005,PHC,6,0,21.205465,72.826508,Surat,South,6081322
082aef3a-cbff-50e3-ad5b-334a1a6f52d5,PHC Surat-006,PHC,6,0,21.223692,72.777522,Surat,South,6081322
4141bce1-21c1-5996-9ecd-62d925c0cbd2,PHC Surat-007,PHC,6,0,21.209238,72.778201,Surat,South,6081322
a687cdd3-d9a3-5846-97d5-ca14f7f9376b,PHC Surat-008,PHC,6,0,21.132418,72.809217,Surat,South,6081322
e382f3dd-0a09-5780-a7ba-5fd52fdd2f65,PHC Surat-009,PHC,6,0,21.230819,72.827084,Surat,South,6081322
3a0dea32-07e6-54f2-82cc-a15f65ce30c8,PHC Surat-010,PHC,6,0,21.240406,72.786967,Surat,South,6081322
320973b4-f97b-5506-b937-fd3f4315e0a1,PHC Surat-011,PHC,6,0,21.135023,72.860291,Surat,South,6081322
b7e133c7-e470-5251-af38-32bef9ee3f4c,PHC Surat-012,PHC,6,0,21.156693,72.877634,Surat,South,6081322
e96767bb-29c3-511e-b462-56158feec6b7,PHC Surat-013,PHC,6,0,21.185502,72.836899,Surat,South,6081322
67e1228c-b7aa-5315-87cd-d504d7b3b2c9,PHC Surat-014,PHC,6,0,21.179066,72.858257,Surat,South,6081322
fa2d6a33-5dd4-5409-a314-9d80983753e4,PHC Surat-015,PHC,6,0,21.187498,72.877299,Surat,South,6081322
939b46f3-7e8f-5b10-850d-119639d165bf,Sub-District Hospital Surat-000,Sub-District Hospital,100,10,21.212789,72.877883,Surat,South,6081322
14b97923-9609-54aa-a495-c57815e1c1c8,Sub-District Hospital Surat-001,Sub-District Hospital,100,10,21.160946,72.798091,Surat,South,6081322
6b490afb-129d-53d0-98d9-aa478067f004,Sub-District Hospital Surat-002,Sub-District Hospital,100,10,21.145192,72.88357,Surat,South,6081322
9432dd0a-e456-56fe-81fe-f1814a2827e4,Sub-District Hospital Surat-003,Sub-District Hospital,100,10,21.220923,72.789743,Surat,South,6081322
575343b6-fede-5c50-bc07-94e02cc86980,Sub-District Hospital Surat-004,Sub-District Hospital,100,10,21.23426,72.785705,Surat,South,6081322
186327b1-2baf-597f-b875-f6e70023e484,Sub-District Hospital Surat-005,Sub-District Hospital,100,10,21.174678,72.801595,Surat,South,6081322
bd7a3e04-a010-53b3-b320-97de9f57ab24,Sub-District Hospital Surat-006,Sub-District Hospital,100,10,21.235868,72.841773,Surat,South,6081322
fb46270d-46da-586d-bc50-ddf5e34bf56a,Sub-District Hospital Surat-007,Sub-District Hospital,100,10,21.206574,72.842052,Surat,South,6081322
a7090f88-4340-5dd8-9d6d-b709ec8c1059,Sub-District Hospital Surat-008,Sub-District Hospital,100,10,21.185488,72.780184,Surat,South,6081322
b8b073a5-105e-5e65-996a-1f209cf8faf5,Trust Hospital Surat-000,Trust Hospital,80,8,21.227931,72.871383,Surat,South,6081322
14ad4402-a25d-5d65-9ccf-6c93855e3d77,Trust Hospital Surat-001,Trust Hospital,80,8,21.137629,72.819482,Surat,South,6081322
f5587ae1-bab5-5e0f-8794-47a677429f71,Trust Hospital Surat-002,Trust Hospital,80,8,21.183354,72.825553,Surat,South,6081322
44fa76f8-c79f-582e-9b22-3d57280e4d58,Trust Hospital Surat-003,Trust Hospital,80,8,21.247042,72.773074,Surat,South,6081322
da8401d0-21ce-5ba9-a83f-c1acc7e95eb6,Urban Health Center Surat-000,Urban Health Center,12,0,21.186715,72.841385,Surat,South,6081322
8ba52c3c-56a1-5570-915d-70ee9a52c099,Urban Health Center Surat-001,Urban Health Center,12,0,21.134716,72.857451,Surat,South,6081322
5206d2aa-e507-5c45-bb6a-77e61c13f10c,Urban Health Center Surat-002,Urban Health Center,12,0,21.160782,72.771465,Surat,South,6081322
85cdfde5-837e-5c61-9199-a2184cd0ed4a,Urban Health Center Surat-003,Urban Health Center,12,0,21.215536,72.813184,Surat,South,6081322
67eddb6b-a594-5379-ba7d-460558a8daa9,Urban Health Center Surat-004,Urban Health Center,12,0,21.133089,72.794372,Surat,South,6081322
fcdf7ed7-66f2-5c35-8e19-85887062053b,CHC Vadodara-000,CHC,30,4,22.355108,73.121531,Vadodara,Central,4165626
a999bbda-950a-5627-8ef5-2e6bed7ce2ce,CHC Vadodara-001,CHC,30,4,22.249064,73.123441,Vadodara,Central,4165626
2cc0aac8-4ab6-5823-9437-cbfd398c02bf,CHC Vadodara-002,CHC,30,4,22.248738,73.128597,Vadodara,Central,4165626
a6b78a40-fd28-5697-8b2c-696f9486c28b,CHC Vadodara-003,CHC,30,4,22.317929,73.239784,Vadodara,Central,4165626
46f7585d-f94c-5135-8853-331a35bffa42,CHC Vadodara-004,CHC,30,4,22.308204,73.165724,Vadodara,Central,4165626
6a19021c-1a41-54dc-8f35-f06f3f36620a,CHC Vadodara-005,CHC,30,4,22.307275,73.218627,Vadodara,Central,4165626
d0512bce-a8ca-59aa-9418-9ead80c0738d,CHC Vadodara-006,CHC,30,4,22.298297,73.19398,Vadodara,Central,4165626
cdb9ff9a-d0aa-5fd2-86fe-e0cbc2be5b50,CHC Vadodara-007,CHC,30,4,22.326138,73.193314,Vadodara,Central,4165626
ab9c793f-3d23-5548-87aa-b6d2aa3f93fa,CHC Vadodara-008,CHC,30,4,22.25539,73.170858,Vadodara,Central,4165626
70ae9544-7b1b-5680-bf01-d91adbc98aa8,CHC Vadodara-009,CHC,30,4,22.313063,73.230095,Vadodara,Central,4165626
fee756fd-255f-57da-8617-db85b62212d4,District Hospital Vadodara-000,District Hospital,500,30,22.269455,73.172698,Vadodara,Central,4165626
a3cd0994-ee06-57b3-93bd-f97d18693ee5,District Hospital Vadodara-001,District Hospital,500,30,22.276012,73.170724,Vadodara,Central,4165626
3c5c9ea6-7592-4e60-8808-3d23eaca2b96,GMERS Hospital Gotri,District Hospital,500,35,22.3245,73.1589,Vadodara,Central,4165626
57e9f330-54f4-58e0-81fa-9e8128ea9cb0,General Hospital Vadodara-000,General Hospital,200,15,22.252784,73.182961,Vadodara,Central,4165626
9f76611d-543c-5361-a605-835d11abae62,General Hospital Vadodara-001,General Hospital,200,15,22.353339,73.178454,Vadodara,Central,4165626
c31ad9d8-5d88-5777-87c7-6e2e4edd6e53,General Hospital Vadodara-002,General Hospital,200,15,22.299484,73.17821,Vadodara,Central,4165626
b0f2ebda-e390-5b5c-bbd6-6f879dd5d627,General Hospital Vadodara-003,General Hospital,200,15,22.286886,73.150302,Vadodara,Central,4165626
2e002719-73e6-56e5-9cbe-45de0cf1b424,General Hospital Vadodara-004,General Hospital,200,15,22.292205,73.130969,Vadodara,Central,4165626
1801d975-b03f-501f-9866-67fcb590f6ea,General Hospital Vadodara-005,General Hospital,200,15,22.307918,73.146999,Vadodara,Central,4165626
8394ed65-2a00-48e0-ac08-8158df8d3a61,Vadodara General Hospital,General Hospital,300,20,22.2987,73.1923,Vadodara,Central,4165626
fd957fba-5136-5447-823f-4b19788446dc,Medical College Hospital Vadodara-000,Medical College Hospital,1000,60,22.344112,73.138459,Vadodara,Central,4165626
f7dc4d26-2f00-50e2-92b2-f868a10724cd,Medical College Hospital Vadodara-001,Medical College Hospital,1000,60,22.308798,73.142768,Vadodara,Central,4165626
e08be37f-a89b-445b-945f-0c61ed7ffad3,SSG Hospital,Medical College Hospital,900,65,22.3072,73.1812,Vadodara,Central,4165626
e974852b-7f05-5817-91be-c6ea6aef9b67,PHC Vadodara-000,PHC,6,0,22.267389,73.131023,Vadodara,Central,4165626
4a29352e-a17b-5d21-a173-bc1b57fcdc3b,PHC Vadodara-001,PHC,6,0,22.304682,73.141214,Vadodara,Central,4165626
fa725b9c-6e5d-5397-85ac-a28cd3146a8c,PHC Vadodara-002,PHC,6,0,22.359902,73.167943,Vadodara,Central,4165626
79665095-f952-5814-8752-b51a22f5149a,PHC Vadodara-003,PHC,6,0,22.273344,73.209558,Vadodara,Central,4165626
a53cba5a-f8bd-5e5d-84f7-7fc0713b959c,PHC Vadodara-004,PHC,6,0,22.31566,73.226512,Vadodara,Central,4165626
25ebe200-975f-51df-a1cf-55b4aa8004d3,PHC Vadodara-005,PHC,6,0,22.252182,73.12442,Vadodara,Central,4165626
c16d652b-0552-5f83-b10b-ed46c9abe626,PHC Vadodara-006,PHC,6,0,22.33004,73.143286,Vadodara,Central,4165626
9677a467-b420-59b3-8a2a-6be21f5da060,PHC Vadodara-007,PHC,6,0,22.260732,73.188369,Vadodara,Central,4165626
ecf1a84e-6a81-5714-91e1-ad64d0208328,PHC Vadodara-008,PHC,6,0,22.28172,73.15476,Vadodara,Central,4165626
f107eeab-2f8d-533c-8ee0-72b0e9e807d1,PHC Vadodara-009,PHC,6,0,22.367119,73.1493,Vadodara,Central,4165626
60dd9e83-834f-5474-ab6a-dfb5a0141b30,PHC Vadodara-010,PHC,6,0,22.341566,73.212232,Vadodara,Central,4165626
15939986-5cb2-5486-8f17-06ff7ae3c476,PHC Vadodara-011,PHC,6,0,22.356762,73.220158,Vadodara,Central,4165626
9aaeffce-c501-5976-b883-9f493c9c75a1,PHC Vadodara-012,PHC,6,0,22.256171,73.185237,Vadodara,Central,4165626
a439c2ae-1a8e-5d75-9b40-b6120cc7ea99,PHC Vadodara-013,PHC,6,0,22.291777,73.223615,Vadodara,Central,4165626
185770c5-22bc-5a96-83c8-5d6f4f43a8c0,Sub-District Hospital Vadodara-000,Sub-District Hospital,100,10,22.347022,73.139711,Vadodara,Central,4165626
aa48760e-e24e-59a1-8a0b-072d9b134990,Sub-District Hospital Vadodara-001,Sub-District Hospital,100,10,22.273739,73.160347,Vadodara,Central,4165626
d4ee21be-d83c-5d41-953d-680cc33ed4e5,Sub-District Hospital Vadodara-002,Sub-District Hospital,100,10,22.296002,73.136519,Vadodara,Central,4165626
6f2401c6-bb90-5158-82e0-23c14babf1f5,Sub-District Hospital Vadodara-003,Sub-District Hospital,100,10,22.363068,73.159285,Vadodara,Central,4165626
804e3b0b-3524-501e-87fb-ce1b194a258c,Sub-District Hospital Vadodara-004,Sub-District Hospital,100,10,22.271326,73.163016,Vadodara,Central,4165626
157dff7b-b444-527f-a504-21e41e8976de,Sub-District Hospital Vadodara-005,Sub-District Hospital,100,10,22.24981,73.143301,Vadodara,Central,4165626
0058b0df-0f0f-5b55-83a6-717d7310b0d3,Sub-District Hospital Vadodara-006,Sub-District Hospital,100,10,22.308551,73.186592,Vadodara,Central,4165626
c9c75e87-2375-5736-9a82-2ce6b8a910f5,Sub-District Hospital Vadodara-007,Sub-District Hospital,100,10,22.332857,73.146228,Vadodara,Central,4165626
8893af41-0f08-550e-8a66-79b614013f42,Trust Hospital Vadodara-000,Trust Hospital,80,8,22.301774,73.137699,Vadodara,Central,4165626
bfa7ecc9-afd6-5212-970a-eece465dd3d8,Trust Hospital Vadodara-001,Trust Hospital,80,8,22.327855,73.159402,Vadodara,Central,4165626
ff72afe2-dae9-5154-9baf-7375ce8b8de0,Trust Hospital Vadodara-002,Trust Hospital,80,8,22.266923,73.12623,Vadodara,Central,4165626
d1fe0c85-b59f-5fc7-b29b-2215c9c4c1fc,Trust Hospital Vadodara-003,Trust Hospital,80,8,22.336071,73.13858,Vadodara,Central,4165626
1fc745b5-b415-5e3b-8aee-7a94309dff3f,Urban Health Center Vadodara-000,Urban Health Center,12,0,22.311535,73.23526,Vadodara,Central,4165626
054a3c23-3b3a-517a-b1b9-704f8c7e6a66,Urban Health Center Vadodara-001,Urban Health Center,12,0,22.340746,73.157082,Vadodara,Central,4165626
78f5df86-1857-59d8-a727-7c39b26647e5,Urban Health Center Vadodara-002,Urban Health Center,12,0,22.319023,73.131273,Vadodara,Central,4165626
53c3b2ac-bce9-578d-8987-5d9bd2417683,Urban Health Center Vadodara-003,Urban Health Center,12,0,22.278018,73.140043,Vadodara,Central,4165626
